estacion,start_date,harvest_date,harvest_steps,dry_yield,fresh_yield,yield_potencial,seasonal_irrigation,type_soil,MinTemp_min,MaxTemp_min,Precipitation_min,ReferenceET_min,MinHmd_min,MaxHmd_min,Radsolar_min,MinTemp_max,MaxTemp_max,Precipitation_max,ReferenceET_max,MinHmd_max,MaxHmd_max,Radsolar_max,MinTemp_mean,MaxTemp_mean,Precipitation_mean,ReferenceET_mean,MinHmd_mean,MaxHmd_mean,Radsolar_mean,MinTemp_last_quarter_min,MaxTemp_last_quarter_min,Precipitation_last_quarter_min,ReferenceET_last_quarter_min,MinHmd_last_quarter_min,MaxHmd_last_quarter_min,Radsolar_last_quarter_min,MinTemp_last_quarter_max,MaxTemp_last_quarter_max,Precipitation_last_quarter_max,ReferenceET_last_quarter_max,MinHmd_last_quarter_max,MaxHmd_last_quarter_max,Radsolar_last_quarter_max,MinTemp_last_quarter_mean,MaxTemp_last_quarter_mean,Precipitation_last_quarter_mean,ReferenceET_last_quarter_mean,MinHmd_last_quarter_mean,MaxHmd_last_quarter_mean,Radsolar_last_quarter_mean
RUT,2021/01/23,2021-11-01,281,26.100285102423925,87.00095034141309,29.62795704039517,945,ClayLoam,16.3,24.5,0.0,2.0,28.0,92.0,126.5,21.4,35.7,47.6,7.9,74.0,100.0,659.6,19.08515901060071,31.122614840989403,3.863604240282686,5.276325088339223,48.49116607773852,99.67491166077738,476.8282685512367,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
SDQ,2021/02/12,2021-11-01,261,1.3027965756457676,4.342655252152559,27.234219843146512,495,Clay,13.6,22.8,0.0,1.2,30.0,100.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.31140684410646,29.98897338403042,6.303041825095058,4.366920152091255,56.2851711026616,100.0,446.7334600760456,13.6,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.053763440860212,30.149462365591393,6.134408602150539,4.617204301075269,54.193548387096776,100.0,458.652688172043
PRA,2021/02/23,2021-11-01,250,23.341745500394957,77.80581833464986,25.91930964957198,1725,SandyLoam,15.0,21.7,0.0,1.6,28.0,86.0,121.8,21.0,33.5,51.0,8.9,86.0,100.0,691.5,18.296031746031748,29.21984126984127,4.030952380952381,4.750793650793652,50.28174603174603,96.37698412698413,399.5170634920635,15.0,24.5,0.0,2.3,28.0,86.0,205.4,20.1,33.5,39.8,8.2,70.0,100.0,605.1,18.089247311827958,29.536559139784938,3.3698924731182793,4.926881720430107,47.96774193548387,95.97849462365592,404.73763440860216
ORT,2021/01/03,2021-11-01,301,27.79485342104327,92.64951140347758,32.0142197624569,795,ClayLoam,14.9,22.5,0.0,1.6,28.0,97.0,162.6,21.0,34.6,61.6,7.3,89.0,100.0,618.8,18.829372937293726,30.233663366336636,5.0627062706270625,4.572607260726072,52.70627062706271,99.98679867986799,438.20990099009896,14.9,25.3,0.0,2.6,28.0,97.0,279.0,20.5,34.6,42.5,7.3,71.0,100.0,605.2,18.626881720430106,30.38494623655914,4.161290322580644,4.629032258064515,50.97849462365591,99.96774193548387,439.0301075268817
CAN,2021/01/01,2021-12-12,344,31.14618042399488,103.82060141331627,36.4382476503651,1065,ClayLoam,13.9,22.6,0.0,1.5,27.0,92.0,130.4,21.7,34.7,61.7,7.4,85.0,100.0,626.9,18.77341040462428,30.837861271676307,3.866473988439307,4.648843930635838,49.56936416184971,99.57225433526011,438.11791907514447,16.7,25.7,0.0,2.4,27.0,95.0,254.3,20.5,34.7,33.6,7.4,68.0,100.0,611.7,18.68913043478261,31.138043478260876,4.85,4.904347826086957,48.29347826086956,99.78260869565217,457.9684782608696
HON,2021/02/27,2021-11-01,246,22.97419946163476,76.58066487211588,25.440216713961686,1005,SiltClayLoam,14.5,22.1,0.0,0.8,16.0,70.0,91.7,23.5,35.3,69.9,10.1,87.0,100.0,654.5,18.773790322580645,29.82217741935484,3.4108870967741938,5.003629032258065,45.45748987854251,96.58870967741936,432.96814516129035,14.5,26.4,0.0,2.3,16.0,70.0,243.4,23.5,35.3,42.5,10.1,60.0,100.0,645.5,18.623655913978496,30.198924731182796,2.6322580645161286,5.429032258064517,39.55434782608695,94.59139784946237,443.0451612903227
HON,2021/01/01,2021-12-03,335,30.522235742734296,101.74078580911433,35.8141517163925,1200,ClayLoam,14.5,22.1,0.0,0.8,16.0,70.0,91.7,23.5,35.0,69.9,9.1,87.0,100.0,654.5,18.841246290801184,29.82492581602374,3.4293768545994068,5.058753709198813,46.06528189910979,97.07121661721068,433.28041543026706,15.9,26.4,0.0,2.3,18.0,87.0,243.4,20.7,35.0,42.5,9.1,60.0,100.0,639.4,18.782608695652176,29.879347826086953,3.8836956521739125,5.260869565217392,41.42391304347826,95.05434782608695,437.89456521739135
NAR,2021/03/22,2021-11-01,223,20.82370952321056,69.41236507736853,22.69496187046509,1365,SandyLoam,13.8,23.0,0.0,1.5,25.0,100.0,146.8,20.9,35.7,57.8,7.1,86.0,100.0,615.7,18.60977777777778,29.80666666666667,4.054222222222222,4.146222222222222,54.373333333333335,100.0,407.98355555555565,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
TIP,2021/01/01,2021-11-24,326,29.829983438011794,99.43327812670599,35.00129819097065,2235,SandyLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.852743902439023,30.36463414634146,4.760975609756097,4.936890243902439,52.60670731707317,99.9939024390244,448.0121951219512,17.4,25.1,0.0,3.1,25.0,100.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.918279569892476,30.409677419354843,5.156989247311828,5.1806451612903235,52.18279569892473,100.0,460.5967741935484
FLO,2021/01/01,2021-06-24,173,15.856719574258637,52.85573191419546,16.717758260156824,465,ClayLoam,15.5,22.4,0.0,1.5,37.0,80.0,136.5,21.0,33.7,62.6,8.0,84.0,100.0,633.6,18.841714285714286,30.17942857142857,6.053714285714286,4.774285714285714,50.8,95.65714285714286,406.80057142857146,15.5,24.1,0.0,1.9,38.0,84.0,173.5,21.0,33.6,43.1,8.0,74.0,100.0,615.6,18.80537634408602,30.169892473118278,5.273118279569892,4.581720430107526,51.72043010752688,96.46236559139786,395.383870967742
RUT,2021/03/24,2021-11-01,221,20.635263015682575,68.78421005227526,22.458684912184758,795,SiltClayLoam,16.3,24.6,0.0,2.0,28.0,98.0,126.5,21.0,35.7,47.6,7.9,74.0,100.0,659.6,19.052466367713002,31.062780269058297,4.258295964125559,5.2309417040358746,49.34529147982063,99.94170403587444,480.39372197309416,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
BUG,2021/03/18,2021-11-01,227,21.206841382999773,70.68947127666591,23.175612124994124,915,SiltClayLoam,15.1,23.9,0.0,2.0,29.0,98.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.75720524017467,30.334934497816594,3.7379912663755457,5.03231441048035,50.12663755458515,99.9650655021834,442.8803493449782,15.1,25.3,0.0,2.7,29.0,100.0,265.8,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.46881720430108,30.527956989247308,3.6053763440860216,5.056989247311829,48.60215053763441,100.0,450.7677419354838
YOT,2021/01/01,2021-12-22,354,31.674397963535245,105.58132654511749,36.966688473070505,2415,SandyLoam,15.3,23.7,0.0,1.5,30.0,94.0,143.7,21.2,38.3,74.4,9.3,82.0,100.0,667.5,18.889887640449437,30.360393258426964,3.6797752808988764,5.115449438202247,52.32022471910113,99.61797752808988,453.3390449438203,16.7,26.0,0.0,2.9,34.0,96.0,285.0,20.5,34.3,69.5,8.6,67.0,100.0,667.5,18.734782608695653,30.465217391304353,5.504347826086956,5.368478260869566,51.93478260869565,99.79347826086956,475.36739130434785
NAR,2021/02/28,2021-11-01,245,22.883785291222882,76.27928430407627,25.32283189694691,735,SiltClayLoam,13.8,23.0,0.0,1.5,25.0,100.0,146.8,20.9,35.7,57.8,7.1,87.0,100.0,615.7,18.602834008097165,29.68137651821862,4.29757085020243,4.106882591093117,54.86234817813765,100.0,405.5291497975708,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
AER,2021/01/01,2021-11-22,324,1.7435164471525768,5.81172149050859,34.75875347304811,750,Clay,14.1,21.9,0.0,1.4,27.0,95.0,108.0,21.6,34.9,56.9,8.8,87.0,100.0,655.3,18.74355828220859,30.264110429447854,3.519325153374233,5.06319018404908,53.45398773006135,99.87116564417178,451.3104294478527,16.6,25.7,0.0,2.8,27.0,95.0,252.9,20.7,34.9,36.6,8.8,74.0,100.0,655.3,18.65806451612903,30.38279569892473,4.016129032258065,5.329032258064516,52.344086021505376,99.88172043010752,462.36666666666656
PLR,2021/01/26,2021-11-01,278,25.8321983918058,86.10732797268601,29.26124399178715,1815,SandyLoam,14.6,21.7,0.0,1.2,27.0,95.0,99.6,21.2,34.3,54.1,7.9,93.0,100.0,645.0,18.581071428571427,29.85428571428571,4.024642857142857,4.541071428571429,51.660714285714285,99.40357142857142,424.5,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.22795698924731,30.150537634408607,2.741935483870968,4.73225806451613,49.215053763440864,99.25806451612904,422.84731182795707
CAN,2021/01/01,2021-09-19,260,1.4325395475157814,4.775131825052605,27.115332147253216,615,Clay,13.9,22.6,0.0,1.5,27.0,92.0,130.4,21.7,34.7,61.7,7.3,85.0,100.0,626.9,18.785114503816793,30.77900763358779,3.5312977099236638,4.595038167938932,49.70992366412214,99.49618320610686,433.74923664122133,13.9,26.4,0.0,2.0,27.0,94.0,229.3,20.2,34.7,49.8,7.3,65.0,100.0,593.5,18.341935483870966,30.964516129032255,2.3021505376344087,4.618279569892473,47.25806451612903,99.53763440860214,432.76666666666654
PLR,2021/01/01,2021-07-13,192,17.785523582932253,59.28507860977418,18.9846308175664,1275,SandyLoam,14.6,21.7,0.0,1.2,37.0,95.0,99.6,21.2,32.5,54.1,7.6,93.0,100.0,645.0,18.794329896907218,29.674226804123712,4.638144329896907,4.41958762886598,53.0360824742268,99.4381443298969,423.8603092783505,14.6,22.9,0.0,1.5,37.0,96.0,169.0,20.7,32.5,54.1,7.6,82.0,100.0,645.0,18.63695652173913,29.82934782608696,5.133695652173913,4.38804347826087,52.79347826086956,99.75,424.15543478260867
PAR,2021/01/01,2021-11-16,318,29.184268402442594,97.28089467480865,34.04049823453096,1800,SandyLoam,14.2,22.8,0.0,1.8,33.0,98.0,142.1,20.0,33.9,70.9,7.5,79.0,100.0,640.2,17.913125,30.254062499999996,5.496875,4.554375,50.2875,99.98125,430.97875000000005,14.7,25.7,0.0,2.2,35.0,100.0,236.1,19.3,33.8,55.4,7.4,68.0,100.0,637.2,17.53010752688172,30.479569892473116,5.518279569892473,4.665591397849463,49.59139784946237,100.0,440.2268817204302
TIP,2021/02/16,2021-11-01,257,23.97756902791291,79.92523009304304,26.756648009428954,780,ClayLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.856756756756756,30.242471042471042,4.88918918918919,4.910038610038611,53.02316602316602,99.99227799227799,445.1795366795367,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
ORT,2021/03/21,2021-11-01,224,20.918747855565424,69.72915951855141,22.814418613517187,780,SiltClayLoam,14.9,23.2,0.0,1.7,28.0,97.0,190.2,21.0,34.6,45.2,7.3,83.0,100.0,618.8,18.737610619469027,30.32610619469027,4.45,4.5610619469026545,52.48672566371681,99.98230088495575,434.2818584070797,14.9,25.3,0.0,2.6,28.0,97.0,279.0,20.5,34.6,42.5,7.3,71.0,100.0,605.2,18.626881720430106,30.38494623655914,4.161290322580644,4.629032258064515,50.97849462365591,99.96774193548387,439.0301075268817
NAR,2021/01/01,2021-12-12,344,19.683931783900963,65.61310594633655,36.43801435302128,690,SiltClay,13.8,23.0,0.0,1.5,25.0,100.0,146.8,21.3,35.7,95.7,7.1,87.0,100.0,615.7,18.683526011560694,29.80231213872832,4.615028901734105,4.165317919075144,54.274566473988436,100.0,412.40404624277454,16.1,26.8,0.0,2.5,25.0,100.0,256.3,20.2,35.7,47.7,7.1,68.0,100.0,600.3,18.57282608695652,30.154347826086955,5.906521739130435,4.531521739130435,52.119565217391305,100.0,444.3293478260869
GIN,2021/02/21,2021-11-01,252,23.524847384952576,78.41615794984192,26.159219868845632,1740,SandyLoam,14.5,23.5,0.0,1.5,28.0,96.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.6244094488189,30.07992125984252,4.321653543307087,4.55748031496063,51.42913385826772,99.57874015748031,438.5523622047244,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.344086021505376,30.16451612903226,3.7591397849462362,4.601075268817204,49.784946236559136,99.6236559139785,440.8978494623655
CAN,2021/01/01,2021-10-09,280,16.759873384856938,55.866244616189796,29.505089523332227,765,SiltClay,13.9,22.6,0.0,1.5,27.0,92.0,130.4,21.7,34.7,61.7,7.4,85.0,100.0,626.9,18.79290780141844,30.836879432624112,3.5890070921985817,4.629787234042553,49.52482269503546,99.50709219858156,436.3262411347518,13.9,26.4,0.0,2.0,27.0,94.0,237.1,20.5,34.7,49.8,7.4,65.0,100.0,611.7,18.516129032258064,31.138709677419357,2.961290322580645,4.703225806451613,47.236559139784944,99.56989247311827,439.5204301075268
MIR,2021/03/18,2021-11-01,227,1.281786181776141,4.27262060592047,23.172814968631524,405,Clay,15.2,23.6,0.0,1.6,29.0,99.0,194.7,21.0,34.7,63.6,7.2,75.0,100.0,643.1,18.686462882096073,29.80131004366812,4.678165938864629,4.013973799126638,52.624454148471614,99.99126637554585,412.7196506550218,15.2,25.7,0.0,2.2,29.0,99.0,226.0,20.2,34.7,55.5,7.0,70.0,100.0,605.1,18.624731182795696,30.066666666666666,3.9430107526881724,4.058064516129032,50.70967741935484,99.98924731182795,412.4731182795698
ZAR,2021/01/01,2021-09-21,262,15.270589829295695,50.90196609765232,,735,SiltClay,15.8,24.2,0.0,2.1,33.0,94.0,91.5,20.8,34.4,57.4,8.6,74.0,100.0,661.7,18.90568181818182,30.829545454545453,4.156060606060606,5.425855513307985,49.60606060606061,99.4280303030303,450.0539923954372,15.8,26.3,0.0,2.9,33.0,97.0,203.9,20.1,34.1,38.3,8.6,64.0,100.0,661.7,18.61505376344086,31.101075268817205,3.764516129032258,5.889247311827957,47.54838709677419,99.66666666666667,484.4655913978495
AER,2021/01/01,2021-12-06,338,30.74052913297261,102.46843044324204,36.03253841468243,1215,ClayLoam,14.1,21.9,0.0,1.4,27.0,95.0,108.0,21.6,34.9,56.9,8.8,87.0,100.0,655.3,18.763529411764704,30.262352941176474,3.5173529411764703,5.0791176470588235,53.44705882352941,99.85882352941177,451.5658823529412,16.6,25.7,0.0,2.8,27.0,95.0,252.9,20.7,34.9,36.6,8.8,74.0,100.0,655.3,18.743478260869562,30.32826086956522,4.006521739130434,5.385869565217392,52.78260869565217,99.81521739130434,461.7999999999999
CEN,2021/01/01,2021-11-01,303,27.958908580284632,93.19636193428211,32.250877880955336,2010,SandyLoam,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.102622950819672,29.61245901639344,3.724262295081967,4.632131147540983,52.90491803278689,99.40983606557377,435.20983606557377,15.0,25.8,0.0,2.2,29.0,95.0,230.0,20.9,34.6,24.0,8.0,69.0,100.0,626.2,18.92903225806452,29.8247311827957,2.3462365591397853,4.703225806451613,50.666666666666664,99.3010752688172,433.3215053763441
MIR,2021/01/01,2021-11-12,314,28.865468393977014,96.21822797992338,33.56778890808774,1755,SandyLoam,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.73291139240506,29.870569620253164,5.3946202531645575,4.071518987341773,52.50949367088607,99.99367088607595,418.87689873417713,16.8,25.7,0.0,2.2,29.0,100.0,226.0,20.2,34.7,55.5,7.0,70.0,100.0,605.1,18.74086021505376,30.038709677419348,4.2344086021505385,4.087096774193548,51.333333333333336,100.0,417.1279569892473
SDQ,2021/02/20,2021-11-01,253,1.2563336796636282,4.187778932212094,26.278331710883585,510,Clay,13.6,22.8,0.0,1.2,30.0,100.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.28235294117647,29.988235294117647,6.387450980392158,4.358823529411764,56.325490196078434,100.0,445.8505882352941,13.6,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.053763440860212,30.149462365591393,6.134408602150539,4.617204301075269,54.193548387096776,100.0,458.652688172043
TUL,2021/01/01,2021-12-30,362,31.888852970811783,106.29617656937262,37.18105655781155,1110,SiltClayLoam,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.591758241758242,30.199450549450546,4.107142857142857,4.743956043956045,50.80494505494506,99.92307692307692,455.07005494505495,14.8,25.4,0.0,2.6,31.0,100.0,272.7,20.3,34.2,46.4,7.7,68.0,100.0,650.2,18.36086956521739,30.425,4.251086956521739,4.881521739130435,50.40217391304348,100.0,462.45
TIP,2021/01/01,2021-09-17,258,24.06784933421056,80.22616444736853,26.87612311230153,1770,SandyLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.828846153846154,30.320384615384615,4.626153846153846,4.866538461538461,52.723076923076924,99.99230769230769,444.3996153846154,14.1,25.1,0.0,2.2,25.0,98.0,241.1,20.2,34.7,34.5,7.9,74.0,100.0,617.0,18.47204301075269,30.45268817204301,1.9204301075268813,5.0451612903225795,49.68817204301075,99.97849462365592,442.8118279569892
PLR,2021/03/12,2021-11-01,233,21.767870431985568,72.55956810661856,23.887562499175697,795,SiltClayLoam,14.6,22.9,0.0,1.5,27.0,95.0,169.0,20.7,34.3,54.1,7.9,82.0,100.0,645.0,18.4668085106383,29.883829787234045,4.056595744680851,4.530638297872341,51.43829787234043,99.54893617021277,423.86,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.22795698924731,30.150537634408607,2.741935483870968,4.73225806451613,49.215053763440864,99.25806451612904,422.84731182795707
TIP,2021/01/25,2021-11-01,279,1.4527408842347704,4.842469614115902,29.385369126438494,660,Clay,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.8644128113879,30.348754448398584,4.861921708185053,4.93950177935943,52.66548042704626,99.99288256227759,446.8459074733095,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
BUG,2021/01/01,2021-11-14,316,29.03087444467705,96.76958148225684,33.810032448533825,1020,ClayLoam,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.794025157232703,30.34119496855346,3.7676100628930813,4.958490566037736,50.07861635220126,99.94339622641509,438.64716981132074,15.4,25.3,0.0,2.7,31.0,100.0,299.3,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.552688172043013,30.359139784946233,4.150537634408602,4.996774193548388,50.01075268817204,100.0,451.2827956989247
YOT,2021/03/08,2021-11-01,237,14.24535209356733,47.48450697855777,24.370490813024563,660,SiltClay,15.3,23.7,0.0,1.5,30.0,94.0,143.7,21.2,34.3,74.4,8.6,82.0,100.0,667.5,18.871129707112967,30.260669456066946,4.0033472803347285,5.006276150627615,52.85355648535565,99.7112970711297,449.1033472803348,16.3,26.0,0.0,2.8,30.0,94.0,275.4,20.5,34.3,69.5,8.6,67.0,100.0,667.5,18.71182795698925,30.510752688172047,3.5129032258064514,5.278494623655915,50.86021505376344,99.58064516129032,461.4989247311828
RUT,2021/01/01,2021-10-31,302,27.88139299988281,92.93797666627603,32.137202285278356,2130,SandyLoam,16.3,24.5,0.0,2.0,28.0,92.0,126.5,21.4,35.7,47.6,7.9,74.0,100.0,659.6,19.04967105263158,31.17467105263158,3.675328947368422,5.276315789473684,48.13815789473684,99.66447368421052,475.4407894736842,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83548387096774,31.234408602150534,5.017204301075269,5.459139784946236,48.225806451612904,99.97849462365592,494.31935483870967
TUL,2021/01/01,2021-09-22,263,24.51632441553381,81.7210813851127,27.47412338167783,1695,SandyLoam,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,33.8,63.1,7.7,82.0,100.0,650.2,18.6822641509434,30.08830188679245,3.944905660377359,4.669433962264152,51.06792452830189,99.89433962264151,450.56037735849054,14.8,25.2,0.0,2.3,30.0,97.0,256.7,20.0,33.8,37.2,7.7,70.0,100.0,650.2,18.211827956989247,30.26021505376344,2.7623655913978493,4.877419354838709,49.38709677419355,99.90322580645162,463.95268817204305
ZAR,2021/01/01,2021-12-13,345,19.661825987187097,65.53941995729032,36.50340899356293,885,SiltClay,15.8,24.2,0.0,2.1,33.0,94.0,91.5,20.8,34.6,57.4,8.6,74.0,100.0,661.7,18.897406340057636,30.784438040345822,4.60778097982709,5.521902017291066,49.80115273775216,99.51585014409221,461.0193083573487,15.8,25.4,0.0,2.4,33.0,97.0,213.8,20.6,34.6,50.4,8.6,66.0,100.0,661.7,18.783695652173915,30.78586956521739,5.857608695652175,5.96304347826087,49.65217391304348,99.80434782608695,503.7630434782609
SDQ,2021/01/01,2021-08-29,239,22.32955584502094,74.43185281673648,24.60547822014483,1410,SandyLoam,13.6,22.8,0.0,1.2,32.0,99.0,165.5,20.9,33.5,117.0,6.7,89.0,100.0,608.7,18.382987551867217,30.07842323651452,5.8157676348547716,4.278838174273858,56.219917012448136,99.99585062240664,440.56846473029043,13.6,24.8,0.0,1.2,32.0,100.0,203.9,20.2,33.3,80.4,6.6,79.0,100.0,599.4,17.876344086021504,30.040860215053762,3.966666666666666,4.273118279569894,54.83870967741935,100.0,440.64086021505375
CAR,2021/01/01,2021-09-23,264,24.608438325905777,82.02812775301926,27.596663270727962,1680,SandyLoam,17.3,24.1,0.0,1.7,32.0,96.0,124.6,20.9,35.2,50.9,7.3,82.0,100.0,644.1,19.376315789473686,30.827067669172934,4.675563909774436,4.874436090225563,50.142857142857146,99.77067669172932,475.19924812030075,17.3,27.6,0.0,2.7,32.0,98.0,319.2,20.8,33.8,50.9,7.3,62.0,100.0,636.8,19.138709677419357,31.00967741935484,4.788172043010753,5.064516129032259,48.763440860215056,99.93548387096774,493.42043010752684
BLG,2021/01/01,2021-08-13,223,20.826408302532105,69.42136100844036,22.697660649786638,795,ClayLoam,15.7,24.4,0.0,1.9,32.0,98.0,117.7,20.9,33.9,67.8,8.2,78.0,100.0,672.8,18.54177777777778,30.425333333333338,3.7439999999999998,4.932888888888889,49.617777777777775,99.90222222222222,449.91022222222216,15.7,25.1,0.0,2.4,32.0,98.0,205.0,20.9,33.2,49.4,7.3,69.0,100.0,621.5,18.532258064516128,30.431182795698927,3.059139784946237,5.017204301075269,49.494623655913976,99.84946236559139,453.62580645161296
CAN,2021/03/27,2021-11-01,218,20.34571560083783,67.81905200279277,22.098552754483933,1530,SandyLoam,13.9,23.6,0.0,1.6,27.0,94.0,189.5,21.2,34.7,49.8,7.4,78.0,100.0,618.5,18.661363636363635,30.89,3.5049999999999994,4.5631818181818184,49.46363636363636,99.73181818181818,431.925,13.9,25.7,0.0,2.4,27.0,95.0,254.3,20.5,34.7,49.8,7.4,68.0,100.0,611.7,18.53548387096774,30.96344086021506,3.967741935483871,4.716129032258065,47.946236559139784,99.74193548387096,442.28494623655916
MAR,2021/01/01,2021-10-01,272,16.367605378674547,54.55868459558182,,915,SiltClay,15.3,21.6,0.0,1.0,29.0,96.0,83.5,21.4,34.4,37.2,8.5,87.0,100.0,651.7,18.9021897810219,29.83369963369963,2.517518248175182,5.067032967032968,54.160583941605836,99.92335766423358,454.5576642335766,15.3,25.6,0.0,2.3,29.0,96.0,248.1,20.9,33.8,34.4,8.5,70.0,100.0,651.7,18.50215053763441,30.211956521739136,1.9279569892473118,5.606521739130434,51.53763440860215,99.90322580645162,478.658064516129
ORT,2021/01/01,2021-12-19,351,31.537391368968127,105.12463789656043,36.82997337142601,1035,SiltClayLoam,14.9,22.5,0.0,1.6,28.0,97.0,162.6,21.0,34.6,61.6,7.3,89.0,100.0,618.8,18.81954674220963,30.274787535410766,5.059206798866856,4.608781869688386,52.4985835694051,99.98866855524079,440.9654390934844,17.2,26.4,0.0,2.6,28.0,100.0,286.5,20.5,34.6,42.5,7.3,70.0,100.0,605.2,18.75108695652174,30.429347826086957,5.47608695652174,4.7956521739130435,51.81521739130435,100.0,455.2717391304347
